Region,Vote_Type,Vote_Percentage
Wales,Remain,58.593769713533376
East Midlands,Remain,50.09170384078317
Northern Ireland,Remain,60.71558896483954
Greater London,Remain,47.12734720053487
Greater London,Remain,67.8070674824377
Wales,Leave,50.46390166984622
Greater London,Leave,51.62820747911603
Northern Ireland,Remain,46.305334631227126
East Midlands,Remain,45.748025204970844
West Midlands,Remain,51.1303670624345
North East,Leave,46.770940833530325
Greater London,Leave,53.847118780744225
West Midlands,Remain,49.044082089186645
Wales,Leave,50.862350738030415
Wales,Remain,40.5714433824286
Northern Ireland,Remain,60.374381927471134
South East,Leave,54.21258486696114
Wales,Leave,67.36466238027006
Scotland,Remain,64.43546528634495
North East,Remain,61.05216004566279
Yorkshire,Leave,60.68862288779521
North East,Remain,49.631109419635855
East Midlands,Remain,67.7875775590363
Scotland,Leave,43.577139859855116
Scotland,Remain,51.7248726446349
Northern Ireland,Remain,40.648966687262146
Scotland,Remain,52.32103427425668
Scotland,Remain,68.77985377710641
Yorkshire,Leave,56.433775042228085
Northern Ireland,Remain,57.831247528379734
Wales,Leave,42.8449176441403
South East,Remain,50.96381457516336
West Midlands,Leave,51.84701081968785
Yorkshire,Remain,48.93584183559116
Wales,Leave,65.76312111201695
East Midlands,Remain,49.7850846559539
North East,Remain,46.96611649121926
Northern Ireland,Leave,56.037087228112256
North East,Remain,69.55546346533801
East Midlands,Remain,61.45265216360664
Northern Ireland,Leave,54.15518925354135
East Midlands,Leave,51.6630398959767
Wales,Remain,56.556181507072424
Scotland,Leave,42.44159183395464
Greater London,Leave,48.53254797552504
Northern Ireland,Remain,52.47389236491867
East Midlands,Remain,65.94867809514318
North East,Remain,41.16403987772263
East Midlands,Remain,46.086575254727904
Scotland,Remain,55.39647144992194
Wales,Remain,65.12709345117614
West Midlands,Remain,55.175091799376354
Greater London,Remain,55.560755012227794
West Midlands,Leave,69.40842586235422
Wales,Leave,66.68991990635602
West Midlands,Leave,60.50516270188432
Greater London,Leave,69.84361604271726
Scotland,Remain,63.194376614883275
North East,Remain,42.735755037339025
North East,Remain,65.3438587046262
East Midlands,Leave,42.27762159257954
Northern Ireland,Remain,43.98795383125994
Yorkshire,Leave,46.51450613128154
Scotland,Remain,61.2045488496242
North East,Remain,41.387417247718105
Greater London,Remain,41.59635242643107
North East,Leave,47.447765493438496
Greater London,Remain,45.19468384741133
Greater London,Remain,55.79811413159385
Greater London,Remain,43.259537041011214
Yorkshire,Leave,57.20469113695713
Scotland,Remain,57.359865014032096
West Midlands,Leave,66.54109680301617
North East,Remain,63.64884558999066
Northern Ireland,Remain,68.1267433352937
West Midlands,Leave,69.3727735345362
Wales,Remain,57.51408027923823
Wales,Leave,65.27710895894754
Northern Ireland,Remain,47.376896591585705
South East,Leave,60.727924162080036
Yorkshire,Leave,67.02487991979788
Greater London,Remain,66.40469964220867
Greater London,Remain,68.21438890792624
South East,Leave,64.68763558782076
South East,Remain,58.619867488331955
West Midlands,Leave,68.50043545445503
Greater London,Leave,48.14067141478024
East Midlands,Leave,47.91061753015043
West Midlands,Leave,47.673919412371134
Wales,Leave,59.80532675148011
South East,Remain,56.04628059238745
North East,Remain,63.78085010540229
West Midlands,Leave,56.06821830351048
Scotland,Remain,66.05424649485832
Scotland,Leave,56.06852209842552
Greater London,Leave,42.61927677182048
Scotland,Remain,67.69783951080683
Yorkshire,Remain,61.037940647550414
Scotland,Remain,56.45062564862013
East Midlands,Leave,50.84218364790677
East Midlands,Remain,50.39431979377279
West Midlands,Leave,55.30406133740675
Scotland,Remain,59.93879568405781
Wales,Remain,66.25362581687942
North East,Remain,59.553418773168715
Northern Ireland,Remain,65.62564386768673
Wales,Leave,53.021376593713015
Northern Ireland,Leave,51.0329969099319
Yorkshire,Remain,66.21706684619622
Northern Ireland,Leave,67.3313859220815
Wales,Leave,51.70693543718785
North East,Leave,59.34415913954214
North East,Leave,53.70526821836647
Northern Ireland,Remain,53.56671675317158
Northern Ireland,Leave,42.535894863485716
Wales,Leave,41.16537771914368
West Midlands,Remain,64.50739856325961
Northern Ireland,Remain,53.51364963465584
West Midlands,Leave,53.291364736762645
Greater London,Leave,67.5841698482914
Wales,Remain,40.10817359701348
Greater London,Leave,68.02045417920934
North East,Remain,64.38275146768518
Yorkshire,Remain,65.07231463830794
Greater London,Leave,40.40482179867195
Northern Ireland,Leave,55.67973964888319
Yorkshire,Leave,45.303544080449775
Scotland,Leave,63.73804167824443
Yorkshire,Leave,44.76609541557594
East Midlands,Leave,54.598071189192886
North East,Remain,45.540125248443346
Scotland,Leave,67.13897806214081
East Midlands,Remain,58.42337550945195
West Midlands,Leave,50.65713435915884
Scotland,Leave,47.632189982837616
West Midlands,Remain,47.51835866353907
Greater London,Remain,62.241386184000106
Yorkshire,Leave,45.980750526885885
Yorkshire,Leave,50.57266936555652
South East,Remain,49.78277014300188
Greater London,Remain,51.36817275745111
Yorkshire,Remain,65.41998346470508
West Midlands,Leave,63.097997127011936
Northern Ireland,Leave,45.875356715121264
East Midlands,Remain,65.43413379970073
East Midlands,Leave,53.282930271500796
West Midlands,Leave,45.11406679351794
Yorkshire,Remain,58.546435310963844
Greater London,Remain,58.808808483981494
South East,Remain,59.073004608755454
Scotland,Leave,68.99823396748228
Greater London,Leave,49.023486371492055
Wales,Remain,65.5920729434987
South East,Leave,67.44671309008072
West Midlands,Leave,53.24307943903314
North East,Remain,47.05489302322593
West Midlands,Leave,47.534175151125844
Yorkshire,Remain,56.524049625887955
Northern Ireland,Leave,66.42977695715528
Greater London,Leave,54.39410226667236
West Midlands,Remain,42.24417001436855
East Midlands,Leave,49.7834820243091
East Midlands,Leave,46.8023156727214
East Midlands,Leave,69.79248115801437
Yorkshire,Remain,46.59419763817099
South East,Leave,45.64612283136789
Wales,Leave,46.37241381047741
South East,Leave,57.601575806060964
North East,Leave,56.18489521910181
Greater London,Leave,56.919953876011654
East Midlands,Remain,45.92786817198876
Yorkshire,Remain,50.57739098144607
North East,Remain,52.633553402972424
South East,Leave,55.47546253104191
South East,Leave,68.2799589929499
South East,Leave,40.81303163709126
North East,Leave,47.35787020718278
North East,Remain,66.1865617515605
North East,Leave,64.07823622598988
Wales,Remain,46.23981550382635
Greater London,Leave,54.834616395521614
Scotland,Remain,46.81955784476695
South East,Leave,58.32351895965871
Greater London,Leave,65.3167956510328
West Midlands,Remain,55.81322514398194
Greater London,Leave,65.553647063732
Wales,Leave,53.47440171243737
North East,Remain,60.035619266072985
East Midlands,Remain,55.4038921856267
East Midlands,Remain,40.78951215777713
South East,Leave,43.237724913796775
West Midlands,Remain,66.41370353753047
Yorkshire,Leave,64.48832806353471
Yorkshire,Leave,58.50660481182353
Wales,Leave,40.97025297607699
Northern Ireland,Leave,43.374069315615785
Wales,Remain,67.49318281162476
Yorkshire,Remain,52.715048362868366
South East,Remain,45.00713512369006
West Midlands,Leave,64.70246683496829
Northern Ireland,Remain,58.75659652304655
Greater London,Leave,54.82918825198671
East Midlands,Leave,58.978027243893095
Wales,Remain,53.97305308735142
Scotland,Leave,57.0042148765916
Yorkshire,Leave,44.06121657161525
Yorkshire,Remain,51.334664414916546
West Midlands,Remain,41.599697538779935
South East,Leave,63.25127635514271
North East,Leave,63.25368261059627
Yorkshire,Remain,52.3940718933456
Wales,Leave,62.084107047014214
Yorkshire,Leave,47.95035143956347
Wales,Leave,42.0345264500809
West Midlands,Remain,62.97986961957813
Wales,Remain,54.31728596233452
Scotland,Remain,66.28241429005749
Northern Ireland,Leave,41.5212384023456
Yorkshire,Leave,45.667531367616725
West Midlands,Remain,66.1677301948117
Yorkshire,Remain,60.629513867832806
North East,Remain,45.44154728926361
West Midlands,Leave,43.326730577026304
Greater London,Remain,61.322105661584104
South East,Remain,60.56555282795747
Northern Ireland,Leave,57.29378713049595
West Midlands,Leave,65.5692749400018
Scotland,Remain,44.56474273018193
South East,Leave,45.38505285524826
Northern Ireland,Remain,51.33481465523689
South East,Remain,55.80755024983329
Northern Ireland,Remain,42.84087978365967
Northern Ireland,Remain,59.22172598179294
Northern Ireland,Leave,68.81801814051188
Yorkshire,Remain,43.40162613060624
Wales,Leave,44.59433021568464
Yorkshire,Remain,59.332759582475205
East Midlands,Remain,56.7007659755035
East Midlands,Remain,68.05189135843678
Yorkshire,Remain,66.23940365788299
Wales,Remain,48.74752171812436
North East,Leave,65.43365499731746
West Midlands,Remain,43.871692904596664
West Midlands,Remain,61.141500526218934
East Midlands,Leave,41.132813658335344
Yorkshire,Remain,50.32158985950044
Greater London,Leave,67.92386139838828
West Midlands,Remain,63.27343837073355
Scotland,Remain,69.23589902409185
Greater London,Leave,52.708637952789644
West Midlands,Remain,66.54671055640924
Yorkshire,Leave,57.88424563627879
Yorkshire,Remain,40.87077935222917
Northern Ireland,Leave,62.31239898678565
Scotland,Leave,58.73275220961298
North East,Remain,47.21593040825809
South East,Leave,65.60159580519294
Greater London,Leave,66.18888639011311
Scotland,Leave,57.34530461168609
East Midlands,Leave,48.78572047135135
Yorkshire,Remain,58.899812334189974
Greater London,Leave,45.0952207580593
Yorkshire,Remain,60.54134785231662
Northern Ireland,Remain,58.9630100974445
South East,Remain,68.88981692065127
Wales,Leave,60.816735677113215
South East,Remain,54.267561810934204
North East,Remain,58.65516092260317
South East,Leave,67.01415600088237
North East,Leave,51.989022289741705
West Midlands,Leave,41.52553126086184
West Midlands,Remain,46.14879648281695
Northern Ireland,Leave,42.08425881520065
Yorkshire,Leave,55.42904844924908
Yorkshire,Remain,68.85550379769396
Yorkshire,Remain,67.0266339982015
East Midlands,Remain,49.45610629342013
Yorkshire,Remain,48.34618008540143
Yorkshire,Leave,62.06690930252775
West Midlands,Leave,44.856545024471316
South East,Remain,40.947902323585666
West Midlands,Leave,69.29035873604747
West Midlands,Remain,59.61128689351912
Wales,Leave,55.218708530755386
East Midlands,Leave,48.41290566519786
Northern Ireland,Remain,43.69058693747471
Northern Ireland,Remain,69.8650626952626
East Midlands,Remain,52.10783729367989
West Midlands,Remain,46.581641771413075
Wales,Leave,43.70274514762003
Yorkshire,Leave,58.79343644405234
North East,Leave,52.34690286581896
Wales,Remain,45.36126714648649
Yorkshire,Leave,49.172210386601336
Wales,Remain,63.26664261594519
Yorkshire,Remain,46.196325611732505
Scotland,Remain,60.22026328409012
East Midlands,Leave,69.3510753729498
South East,Remain,65.12577237544423
East Midlands,Leave,63.61532427955821
West Midlands,Remain,65.30447929320195
Scotland,Leave,55.84980516842241
Wales,Leave,49.62386839822741
Yorkshire,Leave,58.56747984904682
East Midlands,Remain,46.17815086233189
Wales,Remain,60.85797531127987
West Midlands,Leave,44.80947970245904
Greater London,Remain,59.94519597515266
West Midlands,Remain,47.24828323904163
West Midlands,Leave,65.30408347251674
Scotland,Leave,43.88132250347802
East Midlands,Leave,68.59151167148266
Wales,Leave,47.3629687910159
West Midlands,Leave,52.854764624920584
East Midlands,Remain,54.025547786374624
Scotland,Remain,55.840359187234256
East Midlands,Remain,53.70083740652597
North East,Leave,57.70307026750896
Greater London,Remain,61.327594169650645
Greater London,Remain,44.97764700018454
Northern Ireland,Leave,46.29850872393242
Northern Ireland,Leave,55.56045304605102
Yorkshire,Remain,60.67932153284926
Northern Ireland,Leave,59.29962082870658
West Midlands,Leave,42.35349198423315
Northern Ireland,Leave,68.54064892963817
Wales,Leave,61.25065190007306
West Midlands,Leave,62.499245011398735
Greater London,Remain,58.863217104437894
West Midlands,Leave,51.005773562052525
Yorkshire,Remain,68.77079628709879
Greater London,Remain,58.2738637976548
East Midlands,Remain,63.689472496947275
East Midlands,Remain,51.519212042551416
South East,Remain,60.29195955128184
Greater London,Leave,66.1057122567307
Greater London,Remain,57.54823845646919
Scotland,Remain,40.03365929037374
Scotland,Leave,50.74546018465502
North East,Remain,41.8273151063154
Yorkshire,Leave,41.66574600002051
East Midlands,Leave,64.5438090624215
Northern Ireland,Remain,61.75763690442402
Greater London,Leave,43.626645147039206
Greater London,Leave,59.01495942246879
South East,Leave,60.602024171302354
South East,Remain,57.151380287584466
Wales,Remain,60.30302077314836
Wales,Remain,53.57261523191547
North East,Leave,63.09662700706343
Northern Ireland,Remain,58.48833932539217
West Midlands,Leave,57.79970780276364
Scotland,Remain,65.71366013424196
West Midlands,Remain,52.299322076658555
Greater London,Leave,51.60014675314854
Yorkshire,Leave,64.25448808348641
South East,Leave,62.988663100900766
South East,Remain,58.59799638042614
Greater London,Leave,51.171614973810065
North East,Leave,67.57705747120875
South East,Leave,46.06215226935066
Scotland,Remain,53.94717312086029
Northern Ireland,Leave,56.31931880528784
South East,Leave,57.11232210158241
Scotland,Leave,42.12134237455358
Wales,Leave,43.04565226776684
Northern Ireland,Remain,55.29053664933093
Wales,Leave,55.48938340325348
Scotland,Leave,54.57900544728514
North East,Leave,55.496597654134526
West Midlands,Leave,52.82341958262956
North East,Leave,50.899617756605565
North East,Leave,46.08112633711737
Wales,Leave,51.75920884466487
Northern Ireland,Remain,43.56606772621034
South East,Leave,55.82427819132045
Greater London,Remain,48.48664466814723
West Midlands,Remain,48.072455097219525
East Midlands,Remain,50.663597872631925
Wales,Remain,44.59459518991445
Northern Ireland,Remain,63.89415586631244
South East,Leave,44.553489231827896
Greater London,Remain,55.90469195762567
Wales,Leave,44.361831314873356
Wales,Leave,64.82317730442922
Greater London,Remain,58.48123423889486
East Midlands,Leave,57.65426106906425
Greater London,Leave,62.85066435002348
North East,Remain,41.086518271695844
North East,Leave,66.68539759769982
Northern Ireland,Remain,55.566351446132074
North East,Leave,47.24558310162328
Yorkshire,Remain,58.845237222257
Yorkshire,Remain,41.459326441934984
East Midlands,Leave,54.82961203233387
Northern Ireland,Leave,55.378598411458796
South East,Remain,40.3111721098701
Greater London,Leave,63.0023350990247
Northern Ireland,Remain,47.65976166669654
Wales,Leave,69.31613901800165
South East,Leave,64.982813714238
West Midlands,Remain,58.035830111859156
Northern Ireland,Remain,44.69187822452237
Wales,Remain,67.26632906300262
Greater London,Leave,65.95354182697932
Northern Ireland,Remain,42.9236559373201
South East,Leave,64.4893173820758
Scotland,Remain,53.378626544413834
South East,Remain,46.93857015208641
Yorkshire,Remain,62.60525739641204
Greater London,Leave,61.975677121135064
Scotland,Leave,43.24392495597494
Scotland,Remain,54.26110043524046
Wales,Remain,68.89755204454258
South East,Leave,52.04322332476268
West Midlands,Leave,69.13063266799641
South East,Leave,63.27227368463565
Greater London,Leave,57.119933733637104
Scotland,Remain,57.09103558073629
North East,Remain,62.89301766097615
Northern Ireland,Leave,62.85673752261832
Yorkshire,Leave,45.078125705666366
North East,Remain,44.403064087139626
North East,Leave,42.45997294309921
South East,Remain,44.80451458123163
Wales,Leave,59.25584468109329
North East,Remain,69.02888618378036
North East,Leave,57.55601594184753
Greater London,Remain,46.04393855517035
Yorkshire,Remain,58.28031088348294
South East,Leave,65.6167040471355
East Midlands,Leave,54.11267349819063
Northern Ireland,Remain,44.31716306377506
West Midlands,Leave,60.747728365167845
West Midlands,Remain,68.29658227605564
Northern Ireland,Leave,57.14941770651545
Northern Ireland,Remain,69.94189255756098
West Midlands,Leave,46.05163075573191
Yorkshire,Remain,65.35922635189527
South East,Remain,69.95828854468525
West Midlands,Remain,61.45026394190739
Wales,Leave,53.5215025863565
North East,Leave,60.023567253194464
South East,Leave,44.88380270923822
Scotland,Remain,65.07063256988849
Wales,Remain,53.67712846700785
Greater London,Leave,45.828371926751664
Scotland,Leave,53.21867767446936
North East,Remain,67.101247682345
West Midlands,Leave,43.39076502367122
Northern Ireland,Remain,58.70956099960199
Scotland,Remain,65.46878679968383
Greater London,Remain,66.44323493485572
Wales,Leave,66.06128818047705
Greater London,Leave,53.856075138116935
West Midlands,Remain,65.02951967122057
Wales,Leave,64.03156931762959
North East,Remain,40.11698132116899
West Midlands,Remain,54.79814190238577
North East,Remain,46.20888648652358
Wales,Leave,58.82453604553589
Greater London,Remain,43.45269212368258
Northern Ireland,Leave,43.81652517827527
South East,Leave,56.61556352758147
Greater London,Leave,52.74563135200497
East Midlands,Remain,54.00035397990899
West Midlands,Leave,46.750045170642274
Northern Ireland,Leave,69.74718987180093
South East,Leave,65.78117332580844
North East,Remain,50.39954082847577
Greater London,Remain,64.8964881350957
Northern Ireland,Remain,48.773581863807266
Wales,Leave,69.32930674423942
South East,Remain,48.12454908150852
West Midlands,Remain,46.61851533980097
South East,Leave,60.4187211054365
Wales,Leave,42.59186468983719
Scotland,Leave,46.09032013111215
Greater London,Leave,54.16990083652675
Wales,Leave,44.44280097363638
West Midlands,Leave,53.492173433238186
Northern Ireland,Remain,68.8483070084186
East Midlands,Leave,43.87973618165273
South East,Remain,62.956423422957535
Wales,Remain,44.1117013569103
Yorkshire,Leave,40.07320487156977
Greater London,Leave,50.90585727357197
Yorkshire,Leave,57.70029876915741
West Midlands,Leave,62.78148095302939
Wales,Leave,51.792318546989414
Wales,Leave,56.46421180100074
South East,Remain,50.9589947909402
Yorkshire,Remain,52.50541311477644
West Midlands,Leave,67.56252987584539
Greater London,Remain,69.80294009877503
Yorkshire,Leave,53.21782430103815
East Midlands,Remain,67.10476404393613
North East,Remain,65.90780021111362
Wales,Remain,50.26035269699328
Yorkshire,Leave,56.20349787986393
South East,Remain,41.877627591457205
East Midlands,Leave,44.14680820460123
North East,Leave,63.40130410087792
East Midlands,Remain,63.83350900093669
West Midlands,Remain,46.00496913269538
Yorkshire,Remain,45.41308852122943
Greater London,Leave,48.701973479568444
Wales,Remain,65.57156440417711
Scotland,Leave,69.81251163385845
South East,Leave,45.85803720392239
Scotland,Leave,43.43548817060844
North East,Leave,66.12899200715474
East Midlands,Leave,50.652425230821024
Northern Ireland,Leave,60.964195757858704
West Midlands,Leave,53.15940784073861
Wales,Remain,48.956490668626465
Greater London,Remain,57.61024241339369
Yorkshire,Remain,50.11841959019622
Wales,Remain,69.45343441596238
Wales,Remain,69.97123494426476
Scotland,Leave,59.89330062157456
Wales,Leave,68.20352293864607
Northern Ireland,Leave,42.724845017912216
East Midlands,Remain,53.95640011585895
Northern Ireland,Remain,67.23912909174227
West Midlands,Remain,40.3985334691934
Greater London,Remain,55.04351089543351
West Midlands,Leave,40.46255442483868
North East,Leave,63.32255974801143
Greater London,Remain,52.360736617111755
Yorkshire,Leave,54.100149248416
East Midlands,Leave,60.83985089357833
Greater London,Leave,63.88197383410336
Northern Ireland,Leave,57.19671231028628
Wales,Leave,68.65617050998446
Yorkshire,Leave,64.49332083299772
East Midlands,Leave,65.26049700756586
Scotland,Leave,68.2753413680133
Scotland,Remain,66.48157218061954
East Midlands,Remain,48.25608807935131
Northern Ireland,Remain,40.67820527880921
West Midlands,Leave,49.66196993949204
South East,Leave,69.81144547349678
East Midlands,Remain,41.6128459552807
Northern Ireland,Remain,65.974885450147
Greater London,Remain,62.65863444780027
Greater London,Leave,40.835798743959806
Scotland,Leave,60.718399265014114
West Midlands,Leave,60.810260812841655
Scotland,Leave,44.17022848659628
Yorkshire,Remain,65.17199009324679
East Midlands,Remain,64.77305980202087
North East,Leave,53.908708113909015
Greater London,Remain,55.34803700280443
East Midlands,Remain,45.0756800227144
Yorkshire,Leave,67.8473941109171
Greater London,Leave,67.93391853225266
Greater London,Leave,46.45553776623197
Wales,Remain,69.87380283129006
North East,Remain,63.85659735033613
Scotland,Remain,48.77812372558644
South East,Remain,61.589272597860464
West Midlands,Remain,42.68534383671686
East Midlands,Remain,67.26660128293301
South East,Remain,63.63264503692122
Scotland,Leave,47.354321141510226
Scotland,Leave,50.3038990855879
Greater London,Remain,53.839533013600395
Wales,Remain,53.84580649157794
North East,Leave,48.3881374892695
Greater London,Remain,68.14297252248734
Yorkshire,Leave,55.705867905534845
Scotland,Remain,54.41202063847819
East Midlands,Remain,65.42173463148254
Northern Ireland,Leave,45.31922896457107
Yorkshire,Remain,56.66182476487481
East Midlands,Remain,63.6706003435791
North East,Leave,69.21184799664043
Wales,Remain,63.5905107183956
Yorkshire,Leave,65.0230114788026
East Midlands,Remain,69.77496273814324
Yorkshire,Leave,65.59241196470519
South East,Leave,51.85784720499127
Greater London,Leave,65.37919233528535
West Midlands,Leave,58.96189806095201
Northern Ireland,Leave,42.52381658225927
Yorkshire,Remain,42.683673708253316
South East,Remain,58.07389225149804
Northern Ireland,Remain,68.46164247542806
Greater London,Leave,44.254825691180834
East Midlands,Leave,57.219815675089215
East Midlands,Remain,43.48818452168517
Greater London,Remain,42.34508666189498
Greater London,Remain,53.33655165625781
Scotland,Leave,65.44460653065894
Yorkshire,Leave,51.135274885290094
Scotland,Leave,41.726333126951324
West Midlands,Remain,68.88652249444011
Greater London,Remain,40.47391164907578
Northern Ireland,Leave,68.75338724505647
Wales,Remain,62.077939641954444
South East,Leave,47.055207268703455
Greater London,Remain,42.93841639732038
East Midlands,Leave,68.82009326654796
Wales,Leave,48.564705611007184
Wales,Remain,57.66769662749802
North East,Remain,66.10989647761056
South East,Leave,67.55207181906675
North East,Leave,52.3903983237913
Wales,Leave,47.11649095502984
East Midlands,Leave,47.92522222974374
Wales,Remain,61.937145877622385
North East,Leave,56.39270230160689
Scotland,Leave,52.30154060751282
Greater London,Remain,41.90808929456031
East Midlands,Remain,46.18938246913736
South East,Leave,66.43601035404954
West Midlands,Remain,54.79522139647545
Northern Ireland,Remain,53.907925910329055
Northern Ireland,Leave,60.38837899928066
East Midlands,Leave,44.44464032727773
North East,Remain,50.1747412730159
Wales,Remain,41.049819226230014
Greater London,Leave,66.25084780822063
Yorkshire,Leave,59.090194654507116
South East,Leave,49.37771251111729
Scotland,Remain,66.23156812884426
Wales,Remain,65.98783802091856
South East,Leave,42.50019785703284
South East,Leave,52.40178604578754
Scotland,Remain,43.573217932735346
North East,Remain,45.29011663871728
Scotland,Remain,51.011471969877476
Scotland,Remain,64.15421519289285
Wales,Remain,67.19379229874434
Yorkshire,Remain,67.33084505476367
West Midlands,Leave,52.1355488988117
Wales,Remain,52.73336326561224
Yorkshire,Remain,53.72607478787094
West Midlands,Remain,43.40575482797308
Northern Ireland,Remain,47.826894367054145
North East,Remain,45.39981024893373
Northern Ireland,Remain,69.75811244563333
Scotland,Remain,56.28524605182521
East Midlands,Leave,69.71154998202675
South East,Remain,56.79467875554784
Greater London,Leave,63.820237803392004
East Midlands,Remain,67.56920413938674
Wales,Leave,59.24063398792448
Greater London,Remain,55.98988173484441
Greater London,Remain,52.76634317785965
Greater London,Remain,64.67194335886654
East Midlands,Remain,41.087419942295654
Yorkshire,Remain,44.47515274919508
East Midlands,Remain,64.90606299925818
Yorkshire,Remain,41.801594429223286
Scotland,Remain,65.0958647875149
Wales,Leave,44.575867669459726
Greater London,Leave,50.801033378554436
East Midlands,Leave,41.34562354003013
North East,Leave,61.50424306220255
West Midlands,Leave,62.754856236160144
Yorkshire,Leave,42.12792794257102
West Midlands,Leave,47.30794249822894
North East,Leave,44.24112739936708
West Midlands,Leave,49.31920741045019
Wales,Remain,63.777429338604605
North East,Remain,55.55856251830215
South East,Remain,65.68005663886062
East Midlands,Remain,66.57735796893871
West Midlands,Leave,47.89217459579674
North East,Remain,49.80888613661085
West Midlands,Remain,43.430215775456126
East Midlands,Remain,64.19148938084815
Greater London,Leave,43.84187375213112
South East,Leave,67.8757307290352
Scotland,Remain,54.58771358759123
Yorkshire,Leave,44.63395706192045
North East,Leave,42.571841973060714
West Midlands,Remain,49.39736111482131
Yorkshire,Leave,56.3502320156668
South East,Leave,41.902357198993826
North East,Leave,49.27594362083339
Greater London,Remain,65.8477393261777
Greater London,Leave,40.22555156957916
Yorkshire,Leave,59.38305215882458
Wales,Leave,55.79359727765999
West Midlands,Leave,44.19542477757575
Greater London,Remain,52.49105305711917
Scotland,Leave,48.58188029974359
Northern Ireland,Remain,64.35972217921389
Yorkshire,Leave,62.71572798247011
Yorkshire,Leave,43.28848271975108
East Midlands,Leave,66.61736153487819
North East,Leave,56.44590997450895
Yorkshire,Remain,69.5067129450184
East Midlands,Remain,60.272387200714604
East Midlands,Leave,49.372657046908095
Northern Ireland,Leave,59.393236085706405
Wales,Leave,40.832898354026554
Yorkshire,Remain,52.24699764109577
Yorkshire,Leave,44.69335047106353
North East,Leave,65.56702309404548
South East,Leave,53.035134367614475
Wales,Leave,67.90359130070736
Greater London,Remain,40.018321734622525
Yorkshire,Remain,67.11517298558489
Wales,Remain,65.25551364205745
Greater London,Remain,64.66593107307628
South East,Leave,68.05655006135292
South East,Remain,42.7005251390924
West Midlands,Remain,61.876713095902865
West Midlands,Leave,43.89884464786607
West Midlands,Remain,58.88911699301991
North East,Leave,66.45712106873812
Yorkshire,Remain,48.105225979277385
Northern Ireland,Remain,46.05035825354805
North East,Remain,55.665404743748155
Northern Ireland,Leave,43.50519198439852
West Midlands,Leave,42.31090924167138
Wales,Leave,41.17493457019301
Wales,Leave,59.20877010661642
Northern Ireland,Leave,53.26407566936714
North East,Leave,51.813861845492866
Northern Ireland,Remain,60.937857778800975
Northern Ireland,Remain,67.33892950424641
Yorkshire,Leave,55.645197588163256
Scotland,Leave,66.7767060315446
Northern Ireland,Remain,48.06019868774591
Scotland,Leave,48.9024640276068
East Midlands,Leave,50.57963417171447
West Midlands,Leave,42.46930483679741
Scotland,Remain,66.04591855339142
East Midlands,Leave,68.61043067224948
Wales,Remain,53.461637037238454
East Midlands,Remain,51.89542344508452
South East,Leave,64.52585004525599
Northern Ireland,Leave,44.032834958604305
West Midlands,Remain,53.39023025784408
North East,Remain,55.43395599389129
East Midlands,Remain,55.49343784898701
Yorkshire,Leave,65.31483916588937
Scotland,Remain,51.866581598841506
Yorkshire,Leave,66.47701126545638
Greater London,Remain,46.9716075842195
North East,Remain,49.373550348822846
South East,Leave,68.41585447421942
Northern Ireland,Leave,52.03411170238176
South East,Remain,46.29953336171394
Scotland,Remain,54.24316057533191
Wales,Leave,58.51845667227717
South East,Leave,59.344010796263454
Yorkshire,Remain,51.16710424216282
East Midlands,Remain,59.003776059773244
Yorkshire,Leave,58.0292600551944
Northern Ireland,Remain,53.39361287707993
East Midlands,Leave,66.11707736783958
Greater London,Leave,54.806036445327656
North East,Remain,63.50285947959162
South East,Remain,65.74482451056485
East Midlands,Leave,53.37831810506448
South East,Remain,47.16189564417242
Yorkshire,Leave,67.60662906287551
Northern Ireland,Leave,52.093598703802634
Greater London,Remain,44.264485145986924
North East,Leave,50.40702984892971
West Midlands,Leave,56.92281361245382
West Midlands,Leave,53.15737967555529
Yorkshire,Remain,56.73989153474058
East Midlands,Leave,56.56449975832366
Yorkshire,Remain,47.61253345715978
Scotland,Leave,51.16060898395003
South East,Remain,59.09156508909044
Northern Ireland,Remain,51.405023963945084
South East,Leave,46.6438229641785
Northern Ireland,Leave,48.079021097066644
South East,Remain,61.45011157467236
East Midlands,Leave,56.13386465854366
East Midlands,Remain,58.875846124602674
North East,Leave,66.8162791818082
North East,Leave,64.36222228758328
North East,Leave,50.589491933445565
South East,Remain,49.32943337653176
Yorkshire,Remain,57.05319590450971
North East,Leave,54.69333600820454
East Midlands,Remain,58.794467726387225
Northern Ireland,Leave,57.079372214089545
South East,Leave,66.28409811580255
South East,Remain,43.44644037988487
Northern Ireland,Remain,43.149563584373645
Wales,Remain,55.08069160473162
East Midlands,Leave,56.66146698885663
Yorkshire,Remain,46.35106453975101
Wales,Remain,41.701060427425524
Scotland,Remain,61.06222712133277
South East,Leave,68.57696061167144
Wales,Leave,62.99616606516514
Greater London,Leave,40.258537088710426
Northern Ireland,Remain,44.343180154179294
Yorkshire,Remain,53.813337310798254
Scotland,Leave,42.49772599215367
Scotland,Leave,57.28471614150919
Yorkshire,Remain,67.21166784893126
Greater London,Remain,54.32708063384156
Greater London,Remain,62.060507773236274
Northern Ireland,Remain,69.65109019219062
Wales,Leave,50.32457843071136
Scotland,Leave,68.47821013565368
North East,Leave,55.19937085187799
Northern Ireland,Leave,52.19178803661491
