Region,Voter_Turnout_Percentage,Support_Type
Scotland,61.15670960098855,Leave
Yorkshire,78.86917421472356,Remain
North East,79.73306028735689,Leave
Greater London,71.62975949079872,Leave
East Midlands,77.11495770776796,Leave
South East,79.50002150064893,Leave
Greater London,79.35805657987333,Leave
East Midlands,62.2617564610288,Remain
East Midlands,67.10376686261043,Leave
Scotland,74.40427871129653,Remain
Yorkshire,70.24286987983629,Leave
South East,79.81412235856331,Remain
North East,66.96236032506422,Leave
East Midlands,77.81598153672942,Leave
South East,65.40650975843388,Remain
Yorkshire,65.99288171353466,Leave
Scotland,79.25697343252006,Leave
South East,66.69004938982751,Remain
Northern Ireland,73.17527216590732,Leave
Wales,62.653969851606085,Leave
South East,64.90957953956698,Leave
Yorkshire,72.75728450147919,Leave
East Midlands,73.6423041152104,Leave
Scotland,60.422223696611056,Remain
Wales,70.78548149866738,Remain
North East,66.37852310364555,Remain
Scotland,69.64996868335807,Remain
East Midlands,75.97665390608725,Remain
Northern Ireland,63.03913718816806,Leave
Greater London,69.2956758511782,Leave
Northern Ireland,60.78788896582929,Leave
Northern Ireland,64.5303496647598,Leave
Wales,71.57743251385095,Remain
West Midlands,73.74201566739123,Leave
North East,74.68573353434664,Leave
West Midlands,71.08473420168701,Remain
Greater London,68.71906303655118,Remain
North East,70.46339947567354,Leave
Scotland,69.78335886389095,Remain
Greater London,68.7523939716781,Remain
Scotland,77.43448827314067,Remain
South East,69.30242985897809,Remain
Yorkshire,70.80118364307967,Leave
West Midlands,71.262938117723,Remain
East Midlands,65.24569660563103,Remain
North East,78.34570089662996,Remain
Wales,62.6231932252534,Leave
East Midlands,77.57816477941743,Remain
Wales,76.31970990624036,Remain
East Midlands,67.44023539709951,Remain
Yorkshire,71.67480755634705,Remain
North East,76.80429081775259,Remain
Yorkshire,74.23633107880826,Remain
North East,73.16158280161643,Remain
Yorkshire,66.04637979370091,Remain
East Midlands,67.46362825404765,Leave
Wales,73.56189196443427,Remain
Wales,78.05050486513409,Remain
Wales,76.23762528752955,Remain
Northern Ireland,74.608887326783,Leave
Yorkshire,61.349842423202475,Leave
East Midlands,63.37509936609557,Leave
Wales,64.6614979000789,Leave
West Midlands,67.02723963502518,Remain
Scotland,77.0231369367826,Leave
Northern Ireland,60.06955098247731,Leave
Yorkshire,74.1853031868441,Remain
Scotland,62.691601314700044,Remain
Yorkshire,68.93257008492506,Leave
South East,64.40635766440163,Remain
South East,75.52769497543873,Leave
Wales,78.15717016965581,Remain
East Midlands,67.97168354416789,Remain
Northern Ireland,75.10835274660465,Leave
Yorkshire,70.78839462648983,Remain
West Midlands,61.96703088192186,Remain
East Midlands,77.76553352029636,Leave
Scotland,69.93100574606933,Remain
Scotland,71.7696637836429,Leave
Scotland,62.15628482483632,Leave
Northern Ireland,67.61989190920245,Remain
Greater London,70.93097641584174,Leave
Scotland,67.97783774986213,Leave
South East,68.44872986335929,Leave
North East,79.4304607209811,Leave
Wales,72.77991260302616,Remain
Northern Ireland,64.74071797557696,Leave
Northern Ireland,72.5897094916232,Remain
Wales,78.32888875940651,Remain
West Midlands,65.40890156742186,Remain
Wales,78.10462513682,Remain
Scotland,61.77098829249394,Leave
North East,71.6707704522718,Leave
Wales,68.97050377005972,Leave
South East,69.37228446659962,Remain
South East,73.97258657332239,Remain
Scotland,69.39507612604325,Leave
Greater London,75.26975439832064,Leave
Wales,68.09059091042292,Leave
West Midlands,72.01667617428805,Remain
Northern Ireland,79.11832367904555,Remain
Wales,78.49332327177073,Remain
South East,73.18335211751305,Leave
West Midlands,61.84480483990178,Remain
East Midlands,74.63198583986517,Leave
West Midlands,63.589078359093605,Remain
Northern Ireland,75.95658810062271,Remain
Yorkshire,73.95026891966522,Remain
Wales,77.42366289126923,Leave
West Midlands,61.00108002410781,Leave
Northern Ireland,73.83278505748021,Leave
Greater London,70.48058938034555,Leave
East Midlands,79.16734274502625,Remain
South East,76.06118374494707,Remain
West Midlands,65.63487327928102,Remain
Scotland,70.70707601672362,Leave
West Midlands,78.56321817879699,Leave
South East,67.43300633878395,Remain
South East,74.24827059213978,Leave
Northern Ireland,79.42914902010513,Leave
East Midlands,64.00594222861626,Leave
Northern Ireland,73.83949256205494,Remain
South East,69.87400585874074,Remain
Yorkshire,70.4680364791896,Leave
Greater London,78.73173425815236,Remain
North East,74.35502948649963,Leave
Yorkshire,66.11938776882045,Leave
West Midlands,60.86492351490516,Remain
East Midlands,72.57063497426566,Remain
North East,61.73798046124282,Remain
Wales,77.56952704216856,Remain
Yorkshire,75.5481874264174,Remain
East Midlands,64.84623262644357,Leave
Wales,72.70587327702165,Leave
Yorkshire,74.63655830533858,Leave
Greater London,68.15326207768487,Remain
North East,70.27421091711906,Remain
Greater London,67.78203980525322,Leave
West Midlands,71.37271999487464,Leave
Northern Ireland,72.11758417647069,Remain
Yorkshire,64.06357722600305,Leave
Yorkshire,79.69842912160173,Leave
Greater London,61.785197748269255,Remain
Greater London,63.83840017571709,Leave
Scotland,65.05024757226269,Remain
Greater London,76.76025823305494,Leave
Northern Ireland,74.04564698452495,Leave
Wales,77.37196649773674,Remain
East Midlands,69.62205956640874,Remain
Wales,69.72583953718704,Remain
East Midlands,75.99442772319645,Remain
Greater London,76.61883219675985,Leave
South East,78.98800571543477,Leave
East Midlands,73.77947018263885,Leave
Northern Ireland,66.96732818054642,Leave
East Midlands,63.745799289958136,Remain
North East,72.39020290825387,Remain
Greater London,63.90783861671159,Remain
East Midlands,62.43821060656379,Leave
North East,72.0096882230674,Leave
East Midlands,64.50815228559237,Leave
Greater London,69.74982667069023,Remain
Greater London,76.13475246987588,Remain
East Midlands,60.347228780146686,Leave
North East,64.59079648125854,Remain
Northern Ireland,64.38718748217966,Leave
East Midlands,76.4375178634201,Remain
Northern Ireland,64.51845325830124,Leave
Northern Ireland,77.87287874502032,Remain
Yorkshire,61.713702754527596,Remain
South East,63.803328263363696,Remain
South East,63.84635217266579,Leave
West Midlands,68.80375592456008,Remain
East Midlands,60.729826146542806,Remain
Wales,79.87731935173146,Leave
Wales,72.74022067348344,Remain
Northern Ireland,72.88926933140475,Remain
West Midlands,72.96669632198,Leave
East Midlands,65.98503312566011,Leave
East Midlands,74.49148956956991,Leave
Yorkshire,65.77226717313974,Remain
South East,65.01750082291261,Remain
Wales,79.27709041972969,Remain
East Midlands,63.46909891454732,Remain
Yorkshire,76.7472516302069,Remain
West Midlands,74.95306786307474,Remain
Yorkshire,75.02751125524725,Leave
East Midlands,75.9852807449909,Leave
North East,71.85320223223786,Leave
Scotland,72.20558672622401,Leave
West Midlands,78.04364365531399,Remain
Scotland,75.89325605342664,Remain
North East,75.19247067566701,Remain
North East,64.29007147419343,Remain
Northern Ireland,71.9364154311702,Leave
Wales,64.52455578121427,Leave
Wales,66.81319951234224,Leave
West Midlands,66.56659765749541,Remain
South East,68.77017106907742,Leave
West Midlands,78.90652424981293,Leave
East Midlands,75.42741513436935,Remain
Scotland,66.67524178160144,Leave
Yorkshire,70.35245479780043,Remain
Wales,65.54478153435333,Leave
Scotland,60.34645924832596,Remain
Yorkshire,79.16553419033548,Remain
Greater London,69.29101670904078,Leave
Yorkshire,64.47802567494686,Remain
East Midlands,63.96638207473896,Remain
South East,67.18503180163353,Leave
Scotland,74.97065270919221,Remain
Northern Ireland,63.059671358358344,Remain
Northern Ireland,69.27762180677709,Leave
Scotland,74.43939839759085,Leave
Wales,72.48612207767049,Leave
Wales,72.59208131093143,Leave
Greater London,64.72777855769361,Remain
Wales,77.25700492127231,Remain
South East,68.94447611938071,Remain
Northern Ireland,62.45041139359904,Leave
Scotland,74.2030511256892,Remain
East Midlands,79.59608624424074,Remain
East Midlands,68.24828847309213,Leave
North East,60.478533692324625,Leave
Greater London,65.24266542647874,Leave
Yorkshire,78.36702536715237,Leave
West Midlands,79.19601693788567,Leave
Wales,64.33687142140352,Remain
South East,69.82652067368878,Leave
Scotland,64.31728131286589,Remain
South East,73.26666072140259,Leave
South East,77.01653079998539,Leave
South East,75.53575905954844,Leave
South East,79.87292512619926,Remain
Yorkshire,63.265677537204596,Leave
Yorkshire,66.37695314143818,Leave
Northern Ireland,70.34830570320082,Leave
North East,70.30144118102098,Remain
Yorkshire,65.7933452705839,Leave
North East,71.41977998722044,Leave
Yorkshire,71.41698164569036,Remain
East Midlands,77.81453267798805,Remain
West Midlands,68.44472717561332,Remain
East Midlands,78.79215163652879,Leave
Northern Ireland,78.56620625094503,Leave
Northern Ireland,63.19960650662347,Remain
Greater London,69.78636320438906,Remain
Yorkshire,60.193913134898864,Leave
East Midlands,66.57373920516085,Leave
Scotland,75.89736626163337,Remain
Northern Ireland,78.5338964413389,Remain
North East,62.025010885008015,Leave
Wales,60.15385899579667,Remain
Northern Ireland,72.46079024570068,Leave
South East,69.18264085278402,Remain
South East,60.6323593303383,Leave
Wales,60.556782839452595,Remain
Wales,78.26769595798481,Remain
Northern Ireland,64.91593460742115,Leave
North East,73.92406869605284,Remain
Yorkshire,68.78190169883136,Remain
Scotland,77.38544012286941,Remain
East Midlands,72.2884445832199,Remain
South East,77.64686462467782,Remain
North East,70.77015878892101,Remain
Northern Ireland,72.90853580391901,Remain
Yorkshire,75.84561291712225,Remain
Scotland,79.98275498358858,Leave
West Midlands,66.1850146377949,Leave
Northern Ireland,73.44601027338979,Leave
Northern Ireland,78.66023637119264,Remain
South East,71.63273001928269,Remain
West Midlands,71.86298795739486,Leave
South East,70.47996881674193,Leave
East Midlands,70.20510360934429,Leave
East Midlands,66.07366898399553,Leave
Scotland,72.56212934511808,Remain
Northern Ireland,72.34244372609798,Leave
Northern Ireland,63.915449731922905,Remain
Scotland,79.98836077995934,Remain
Greater London,71.48302045965926,Remain
East Midlands,71.06489850779435,Leave
Scotland,62.81542554042109,Leave
North East,67.62276033488476,Remain
North East,64.26964456320252,Leave
East Midlands,67.0364814417451,Remain
Yorkshire,65.23258870304565,Remain
Yorkshire,70.27562055498676,Leave
Wales,63.44620113545982,Leave
North East,68.55231331796314,Leave
South East,77.88837290447924,Leave
Northern Ireland,65.33336988190965,Remain
Northern Ireland,75.34640105420897,Remain
South East,74.09656051166048,Remain
North East,67.43844426943772,Remain
Scotland,78.67114418756117,Leave
Wales,61.302707408151726,Remain
North East,69.18470812533255,Leave
Northern Ireland,78.8032532905651,Remain
North East,62.66417403307522,Remain
East Midlands,62.68295696403339,Remain
Wales,73.68189167780874,Leave
North East,69.54474844303545,Leave
Northern Ireland,74.86543920120263,Leave
West Midlands,66.7644929080684,Remain
Wales,74.9946462146137,Leave
Wales,77.44442899784592,Leave
South East,65.81382708412373,Remain
Scotland,65.48245948850756,Remain
East Midlands,73.54003260780459,Leave
Scotland,62.15119798953546,Remain
South East,61.77956934441148,Leave
North East,71.21543967823892,Remain
Northern Ireland,77.30022782954987,Remain
East Midlands,76.5315808461296,Leave
Yorkshire,76.99414697340377,Remain
South East,68.65707281857412,Remain
South East,63.98028819079802,Remain
South East,79.39624902064736,Remain
North East,60.66243297010547,Leave
East Midlands,64.29746356233336,Leave
South East,63.5376999232336,Leave
Greater London,69.54658505138917,Leave
Wales,78.25165043395972,Remain
Greater London,63.941187007076046,Leave
Northern Ireland,79.32087143827144,Leave
Scotland,61.33356100554999,Leave
East Midlands,71.68349502190357,Remain
Wales,73.27393349493823,Remain
West Midlands,77.84965164695458,Remain
East Midlands,65.12475531284696,Remain
Yorkshire,68.3467622473485,Leave
Wales,60.21064802333837,Leave
West Midlands,70.98834289333743,Leave
West Midlands,75.74280860042391,Leave
Yorkshire,68.20969837453399,Leave
Greater London,79.8746183816334,Remain
Northern Ireland,64.82180515807099,Leave
Wales,75.38951074410208,Leave
Northern Ireland,72.8904796132747,Leave
South East,75.8528317777911,Remain
Scotland,69.98774127601848,Remain
Scotland,79.88314395320802,Remain
Wales,73.20338828409655,Remain
South East,63.27258841011075,Remain
West Midlands,71.65288726684228,Remain
West Midlands,71.08390211501171,Leave
Yorkshire,68.05913710171816,Leave
West Midlands,63.00115801972915,Leave
West Midlands,60.00337683853343,Remain
South East,73.84096259724205,Leave
Yorkshire,69.51037915111164,Remain
West Midlands,78.36083026978325,Remain
Scotland,70.90628262334346,Leave
Yorkshire,63.84460599309907,Remain
Greater London,79.98097773450239,Remain
West Midlands,63.31833674357257,Remain
Greater London,75.50241746047554,Remain
Scotland,64.69611774979786,Leave
East Midlands,71.26775545010537,Leave
Wales,74.38322165818252,Remain
Greater London,73.53208602990728,Leave
Wales,71.2293920876841,Remain
Scotland,62.71897587222498,Remain
East Midlands,76.63980961289553,Leave
Greater London,68.6105619276552,Remain
North East,78.95112302336443,Remain
West Midlands,67.36193578139674,Leave
Northern Ireland,65.15608887462183,Leave
Greater London,70.11819758040511,Remain
Wales,60.90343579503187,Remain
Northern Ireland,64.28207648619812,Leave
East Midlands,78.60032540780246,Leave
Northern Ireland,67.52255072963253,Leave
East Midlands,77.32477899549251,Leave
Greater London,79.56120741097382,Leave
South East,63.49521388944036,Remain
Scotland,63.4153531798456,Leave
North East,67.35471953142117,Remain
East Midlands,78.17679448469278,Leave
Northern Ireland,67.09617809080066,Remain
East Midlands,61.00704418150585,Remain
South East,79.71619953715678,Remain
Wales,60.75604212076473,Leave
Wales,74.6088495832956,Leave
North East,74.64825026530045,Leave
Yorkshire,60.27266616343544,Leave
Scotland,65.47839854074091,Leave
Wales,74.58255127125571,Leave
South East,70.9395648820959,Leave
West Midlands,73.13910456772126,Leave
West Midlands,61.328690864769975,Remain
South East,65.36534636456321,Leave
South East,71.52893828923534,Remain
Yorkshire,64.87371459139611,Remain
North East,72.7979845721662,Leave
Scotland,71.9129482125853,Remain
Wales,75.32209811888669,Leave
East Midlands,77.95773933630147,Remain
Northern Ireland,65.58893474084742,Leave
West Midlands,72.82339561493012,Remain
Northern Ireland,75.26412838149002,Remain
North East,73.67560456868901,Remain
East Midlands,69.4062476912333,Leave
South East,77.82376822542,Leave
Wales,71.23020975713891,Leave
West Midlands,77.63888450858207,Leave
West Midlands,60.08742623116397,Remain
East Midlands,75.55368741556397,Leave
North East,61.90480648053153,Remain
East Midlands,72.04243741368916,Leave
Yorkshire,75.99447100498017,Remain
Greater London,64.70775330632108,Leave
Northern Ireland,66.39434018687861,Remain
Scotland,75.19298723787635,Remain
Yorkshire,67.65192349059234,Leave
Greater London,74.47725009179455,Remain
West Midlands,70.96736964912886,Remain
Yorkshire,66.06626085595275,Leave
Scotland,65.48283739635103,Remain
South East,78.54954804550931,Remain
Northern Ireland,72.32098671558613,Remain
West Midlands,64.34772052654881,Remain
Scotland,79.82492381450044,Remain
North East,66.67636976666729,Remain
West Midlands,74.74798406640924,Leave
Wales,74.11830204902974,Leave
Yorkshire,70.33869908756063,Leave
Wales,79.44211153116291,Remain
Northern Ireland,71.04692293667142,Leave
East Midlands,61.03775595037527,Leave
Northern Ireland,67.6385683798196,Leave
Greater London,61.46759671814754,Leave
Northern Ireland,73.91565134068685,Leave
South East,64.83007129025667,Remain
Wales,65.24672401346612,Leave
Northern Ireland,61.88118643179543,Leave
Greater London,71.17776820801785,Remain
Greater London,61.96909583070405,Remain
Northern Ireland,60.96808375431557,Leave
Wales,71.51834891707003,Leave
North East,67.48836157816262,Leave
East Midlands,66.5999361136324,Leave
Scotland,72.3450316571879,Remain
Wales,78.63364383945652,Leave
Yorkshire,68.31528526015816,Leave
Yorkshire,78.47801527655845,Leave
West Midlands,67.76089202769404,Leave
East Midlands,68.25599749332618,Leave
West Midlands,75.09528981391648,Remain
Greater London,66.21540087604772,Remain
Greater London,79.74688834913064,Leave
Yorkshire,69.9554045676082,Leave
South East,68.23521995817802,Leave
Greater London,70.78296989693246,Remain
East Midlands,63.93139917451523,Leave
East Midlands,67.92370538623388,Leave
Scotland,79.42339643035166,Remain
Scotland,68.21959487806024,Remain
Wales,67.80596360517238,Leave
Scotland,70.59135162393609,Remain
South East,78.75415792908834,Remain
West Midlands,60.66118324441225,Leave
Greater London,74.46534171018713,Leave
East Midlands,73.79921288457928,Remain
South East,69.28311086836963,Leave
Yorkshire,72.9947788634168,Leave
North East,75.74838105254236,Leave
Scotland,76.56952148978515,Leave
Northern Ireland,73.55638987555344,Leave
East Midlands,74.1032508467219,Leave
Yorkshire,65.3954264924773,Remain
Greater London,62.4790317524735,Remain
East Midlands,62.11853282656235,Remain
Yorkshire,75.42614394512918,Remain
South East,67.67963443513125,Remain
Scotland,64.93455973745316,Leave
Yorkshire,70.85566830075103,Remain
Wales,67.49672286348736,Remain
Scotland,69.43589955602188,Remain
Yorkshire,67.46854320665923,Leave
East Midlands,69.43748284956476,Remain
South East,64.60841818040632,Leave
Yorkshire,66.67979751523046,Remain
West Midlands,60.04887176771966,Remain
Northern Ireland,65.74229758087712,Remain
South East,77.85828484256129,Leave
Yorkshire,76.20373445515102,Leave
Northern Ireland,72.26466974521077,Leave
Northern Ireland,63.09957277868488,Remain
Yorkshire,67.24103398287217,Leave
West Midlands,79.00512070135254,Leave
Wales,65.8106164650737,Leave
Scotland,61.76092669157572,Remain
North East,72.14507997698321,Remain
South East,75.14877926949141,Leave
West Midlands,77.50892446054155,Remain
Scotland,60.31375699577298,Remain
Yorkshire,78.767762801633,Remain
Northern Ireland,78.38842368264844,Remain
Scotland,77.58186719780366,Remain
South East,62.8347892075333,Leave
South East,64.06814504097363,Remain
North East,64.41649962842443,Remain
Northern Ireland,76.92196089328338,Remain
Greater London,79.3890063101812,Leave
East Midlands,72.9879835836863,Leave
South East,64.14415522723269,Leave
South East,63.16342515991443,Remain
Scotland,63.86985810149471,Remain
Scotland,72.40562654819105,Remain
North East,65.2381819178953,Remain
North East,75.58986121325235,Leave
North East,62.54855178247338,Leave
North East,72.56248422755158,Leave
Scotland,71.60999671859003,Leave
East Midlands,73.31446351859188,Leave
Northern Ireland,60.83022797274622,Leave
Yorkshire,79.40301674527531,Remain
Yorkshire,75.75875312736204,Leave
South East,70.08050340496114,Leave
North East,77.24583342145117,Remain
Wales,73.65647571374456,Leave
Yorkshire,73.18917888217983,Remain
East Midlands,63.188190104461924,Remain
South East,69.93823511205471,Remain
Northern Ireland,75.14849813242249,Leave
North East,75.02929868630855,Remain
South East,64.471737147275,Remain
Greater London,60.895103014511925,Remain
South East,66.87449569630043,Remain
Northern Ireland,63.86688876945558,Remain
Northern Ireland,74.93534166196493,Remain
West Midlands,74.83471938102521,Leave
South East,63.25104609747178,Remain
North East,71.43991486212425,Remain
Northern Ireland,71.9333671892656,Leave
North East,69.22951563501405,Remain
East Midlands,79.44282620659496,Remain
Scotland,64.37828040318954,Remain
North East,70.24035738357063,Leave
Northern Ireland,67.52173486900219,Leave
East Midlands,69.3197786732625,Leave
Scotland,72.42875034614433,Leave
Scotland,63.41570715628944,Remain
Northern Ireland,69.38511436641257,Remain
West Midlands,65.8480701722415,Remain
North East,72.83673999242137,Remain
Greater London,75.7425752592233,Leave
North East,70.29848667183525,Remain
North East,75.84790684900972,Leave
Yorkshire,65.33763562190634,Remain
Greater London,64.71761707639548,Leave
Greater London,61.20128446950911,Remain
Northern Ireland,75.22651445096554,Remain
South East,63.0321556553368,Leave
North East,72.68879705005527,Remain
South East,73.89184438060269,Remain
Northern Ireland,65.6770163685112,Leave
North East,62.15657829417734,Remain
Northern Ireland,69.50043308584692,Remain
Scotland,66.21022335443368,Leave
Greater London,67.02517440887543,Leave
Northern Ireland,73.56777506529014,Remain
Greater London,75.15971185720191,Leave
South East,63.433841884689556,Leave
Greater London,70.4929053409196,Leave
Northern Ireland,67.89895020333991,Remain
East Midlands,70.27935304755502,Remain
South East,75.30200659918032,Leave
South East,66.62856108970826,Leave
North East,71.63494838326874,Remain
Northern Ireland,66.59390415121509,Remain
Wales,75.28508829116738,Remain
Yorkshire,76.60448904674666,Remain
Yorkshire,67.22452617074542,Remain
North East,65.95933801081166,Remain
South East,66.7345524523363,Remain
South East,66.17800563019668,Remain
Wales,67.35168366777472,Remain
Wales,79.35315433384837,Leave
East Midlands,70.69811612779344,Remain
West Midlands,75.89978851894624,Remain
East Midlands,73.79220580380712,Leave
Yorkshire,75.21393544422202,Remain
North East,74.26148502843311,Remain
North East,71.29851323037067,Remain
Scotland,75.11959952076057,Leave
Greater London,62.564840886111796,Leave
Northern Ireland,77.74725294401398,Remain
North East,64.849838882288,Remain
South East,69.79789578802652,Leave
Wales,78.33799500811612,Leave
Scotland,79.75447838335118,Leave
Scotland,67.355182623102,Remain
Northern Ireland,73.43349912476316,Leave
Greater London,66.36319933963237,Remain
Northern Ireland,74.00225320381982,Leave
Wales,71.74109540468321,Remain
Yorkshire,67.33010999269771,Leave
Wales,69.50230691192658,Leave
Yorkshire,67.21465487838206,Remain
North East,61.766683454579535,Leave
Northern Ireland,62.70263902175986,Remain
West Midlands,76.68554277480435,Remain
West Midlands,76.59102061883699,Remain
East Midlands,72.01883801535743,Leave
Yorkshire,72.08025631963822,Remain
Greater London,68.83581083605914,Remain
North East,75.74799018574491,Leave
Yorkshire,79.22984570354967,Remain
Greater London,69.3092142332635,Leave
East Midlands,61.79385945763243,Remain
East Midlands,62.23467630505409,Remain
Wales,74.00790094283846,Leave
Wales,60.22430534628995,Leave
Northern Ireland,68.49953942055375,Leave
Scotland,64.70010690120287,Remain
South East,66.11944211483436,Remain
Yorkshire,66.62419503985402,Remain
East Midlands,64.17474066993219,Leave
Scotland,77.86382400310276,Remain
Northern Ireland,76.03928061897648,Leave
Greater London,79.65592769119897,Remain
Yorkshire,63.61006027109229,Leave
North East,78.75157768727388,Remain
Yorkshire,64.74147396217236,Remain
Yorkshire,78.232418107511,Remain
Scotland,64.75842810838617,Leave
West Midlands,62.8643871301209,Remain
Yorkshire,74.76882978371427,Leave
Yorkshire,76.19851104095464,Remain
South East,63.96397315802793,Remain
North East,67.38893544162168,Remain
Greater London,62.95349727029952,Leave
South East,75.56572899476332,Leave
West Midlands,72.75851785632989,Remain
East Midlands,73.56548723223851,Remain
Northern Ireland,72.52051103370037,Remain
Scotland,68.15239030391753,Leave
Greater London,78.87419087619283,Leave
West Midlands,60.56701169324632,Remain
Northern Ireland,66.78787071716724,Leave
Northern Ireland,74.81128713325597,Leave
Northern Ireland,62.707540750320355,Remain
North East,78.5923229857768,Remain
Wales,74.77484803575476,Leave
North East,61.669509190412555,Remain
East Midlands,76.31964392169661,Remain
Yorkshire,76.2425061656254,Leave
Wales,65.19177394362538,Remain
North East,77.31992960831029,Leave
East Midlands,74.4789592784178,Remain
North East,78.08529887474228,Leave
Yorkshire,72.6661274584184,Remain
Wales,69.99594941561516,Leave
North East,76.55654632434127,Remain
West Midlands,65.92639791798985,Remain
Greater London,77.495412416828,Remain
North East,68.2567523474561,Remain
East Midlands,65.54592839481953,Leave
Scotland,73.88459768707085,Remain
West Midlands,65.87997924543792,Remain
Wales,65.1173012541838,Leave
Greater London,76.17531228765185,Remain
Northern Ireland,69.7251220389015,Leave
West Midlands,65.2018370153221,Remain
Yorkshire,65.44004551845126,Leave
Wales,62.237426907302705,Remain
North East,67.21453270883453,Remain
North East,69.307190263562,Leave
South East,70.85219199125028,Remain
East Midlands,65.45579804022496,Remain
Northern Ireland,78.16735013420288,Remain
North East,77.88063318891153,Remain
West Midlands,71.10269165077668,Remain
East Midlands,74.27988168545423,Leave
Northern Ireland,69.74723850908067,Leave
East Midlands,77.74069445594051,Leave
Northern Ireland,62.06792342945549,Remain
West Midlands,79.08314207850563,Remain
Wales,71.287606828131,Remain
Yorkshire,78.06146249521322,Leave
Yorkshire,63.761131600309895,Remain
Scotland,77.13354301468914,Remain
Northern Ireland,66.78705526417139,Leave
North East,75.219521632039,Leave
Yorkshire,61.066076622644786,Remain
Yorkshire,77.40119094973717,Remain
Greater London,76.71711019336594,Leave
South East,61.71054034088736,Remain
Wales,60.624280756958214,Leave
Northern Ireland,74.32904324679782,Leave
South East,79.6811963011848,Remain
Northern Ireland,67.45177632643379,Leave
Greater London,79.27059697817674,Leave
Yorkshire,63.02694271020955,Leave
Greater London,75.75157989300706,Leave
Scotland,64.42370203803165,Remain
Northern Ireland,77.87656239949037,Leave
South East,74.59260765300743,Remain
North East,77.95748383706504,Remain
South East,76.92884372496829,Leave
Scotland,61.2640069612622,Leave
Scotland,65.86793212700637,Remain
Wales,77.77963293376988,Leave
Wales,74.49906140812823,Remain
Wales,67.07209576549513,Remain
North East,74.33649123784889,Leave
Wales,69.16986119052562,Remain
South East,66.15325406742359,Leave
South East,75.4162214881374,Remain
Northern Ireland,71.57867785382422,Leave
South East,73.44455230903934,Remain
East Midlands,69.17932486117517,Leave
Yorkshire,68.18202151348014,Leave
South East,70.4255334746447,Leave
Greater London,75.26499311425489,Leave
Wales,67.76254501724313,Leave
Wales,68.0413268562122,Leave
Greater London,69.15087847213499,Remain
Northern Ireland,78.509444783412,Leave
Scotland,63.287180266381824,Leave
North East,70.78928314158182,Leave
West Midlands,73.38288807104755,Leave
South East,65.20005534600517,Remain
North East,72.5013436842676,Leave
Yorkshire,70.05402005545014,Remain
East Midlands,72.0739057411455,Remain
Wales,72.08241987185552,Remain
Scotland,61.846515155790485,Remain
Yorkshire,67.56847831046838,Leave
Wales,73.1049186733251,Leave
West Midlands,74.920076257681,Leave
East Midlands,74.9581240993852,Leave
Scotland,65.03441986251904,Remain
Wales,63.70707495215703,Leave
Scotland,64.24687932249437,Remain
West Midlands,66.61340984711613,Leave
North East,73.31198086946581,Remain
Wales,66.87378715004368,Remain
North East,69.14678490131264,Leave
Wales,68.56432318612013,Remain
Northern Ireland,69.07601287476216,Remain
Greater London,60.04187396496479,Remain
North East,76.02592614075172,Leave
North East,77.28308698277613,Remain
Northern Ireland,75.2885032514707,Remain
Wales,66.78380558904266,Remain
Scotland,63.08431172656468,Remain
West Midlands,77.95130530046352,Remain
Greater London,64.18452969684527,Leave
South East,72.7545095404222,Remain
North East,68.5869042090309,Leave
Greater London,62.51449125173395,Remain
Scotland,79.778530564447,Remain
South East,62.63523219840776,Leave
Yorkshire,74.19933758800614,Remain
West Midlands,76.41672403130998,Leave
Northern Ireland,65.12371230909504,Leave
Northern Ireland,72.91212172957665,Leave
Northern Ireland,70.96218328597806,Remain
North East,76.21092377440775,Remain
South East,73.19418491136257,Remain
Greater London,61.53126811819401,Leave
East Midlands,66.56594545390514,Remain
West Midlands,61.6044189336225,Remain
West Midlands,69.65874762151607,Remain
East Midlands,79.67708396807781,Remain
Greater London,76.06523104838276,Remain
North East,69.69367301776822,Leave
Wales,62.48304025621844,Leave
Scotland,65.78790875046218,Remain
Scotland,70.84767416414836,Leave
West Midlands,66.57576410647405,Remain
Greater London,74.10329754286921,Leave
North East,60.47999620209809,Remain
Wales,68.45260330166289,Remain
North East,74.30167343284256,Leave
East Midlands,65.66480059430148,Remain
West Midlands,79.51873026284454,Remain
North East,77.05737380080751,Remain
Wales,67.15599833073908,Remain
Yorkshire,67.9667839027771,Leave
South East,66.79076591698637,Leave
Northern Ireland,77.98777596888937,Leave
Greater London,75.21911350831833,Leave
West Midlands,60.74541102103257,Leave
East Midlands,73.44800285725218,Leave
East Midlands,63.055816850525375,Remain
Greater London,66.09096215709809,Remain
Scotland,63.45704783864761,Leave
Greater London,75.59608389618157,Leave
South East,60.58232330800975,Leave
North East,70.43346227087642,Remain
Yorkshire,69.18100554328674,Leave
Northern Ireland,60.2510682488482,Remain
East Midlands,64.64612500687909,Leave
Yorkshire,78.73462915372082,Remain
East Midlands,61.70693807793564,Remain
North East,68.66379910247937,Remain
West Midlands,61.08187217411448,Remain
Scotland,67.54401671333508,Leave
Yorkshire,70.04762663722244,Remain
Greater London,74.24399193089309,Leave
Northern Ireland,76.74633042065008,Remain
East Midlands,68.52564313573126,Remain
East Midlands,62.76100667217742,Leave
Greater London,78.55270976226727,Remain
Wales,66.19243209079414,Remain
South East,62.09755100931085,Leave
